Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality,Authority,Hub
266503061,,,5,7,5,0.376471,0.4009,0.00021,7,0.001834,0,0.3,3,0.095316,0.027681,0.027681
779043331,,,17,28,4,0.447837,0.47893,0.005673,0,0.006979,0,0.360294,49,0.253203,0.070427,0.070427
177134723,,,16,21.005391,4,0.449553,0.47893,0.0034,4,0.005067,0,0.341667,41,0.272198,0.0774,0.0774
2640990344,,,6,4.010782,4,0.38386,0.409328,0.002878,0,0.001525,0,0.533333,8,0.111147,0.032218,0.032218
25816086,,,6,8,5,0.402286,0.428362,0.000058,4,0.002014,0,0.733333,11,0.142611,0.040949,0.040949
1715460890,,,5,7,4,0.417062,0.441525,0.000008,0,0.001958,0,0.9,9,0.136041,0.038184,0.038184
275622946,,,21,31,5,0.384699,0.424811,0.007161,4,0.006985,0,0.104762,22,0.192748,0.055233,0.055233
14861476,,,3,3.002695,5,0.34714,0.365483,0.000045,4,0.000977,0,0.333333,1,0.045187,0.013015,0.013015
337995180,,,16,18.008086,4,0.430845,0.463305,0.002387,4,0.004,0,0.391667,47,0.272168,0.078633,0.078633
19440175,,,10,16,4,0.434568,0.461174,0.001316,0,0.003831,0,0.555556,25,0.198451,0.055454,0.055454
308870516,,,2,3,4,0.366667,0.388494,0,4,0.001007,0,1,1,0.059283,0.017051,0.017051
2601524623,,,3,5,5,0.295054,0.309991,0.000009,7,0.001561,0,0.666667,2,0.010413,0.002517,0.002517
217418435,,,3,3,5,0.314286,0.332765,0.000276,7,0.001092,0,0.333333,1,0.017192,0.004375,0.004375
61348039,,,14,20,5,0.385965,0.419366,0.009588,7,0.004785,0,0.087912,8,0.114523,0.032074,0.032074
22607317,,,9,16,5,0.38013,0.409896,0.005635,7,0.003953,0,0.277778,10,0.095876,0.026668,0.026668
236729223,,,6,6.002695,5,0.39774,0.423627,0.00082,1,0.001634,0,0.333333,5,0.109879,0.031328,0.031328
1405309777,,,6,7.005391,5,0.352352,0.373864,0.000945,5,0.001907,0,0,0,0.04344,0.011847,0.011847
298498586,,,10,18,5,0.389381,0.419366,0.006992,5,0.004837,0,0.111111,5,0.081657,0.022042,0.022042
2584746324,,,3,3,4,0.378495,0.401515,0,1,0.000998,0,1,3,0.084342,0.024448,0.024448
236880390,,,3,3,5,0.380541,0.405256,0.000007,6,0.001104,0,0.666667,2,0.075064,0.02123,0.02123
46076472,,,14,19,4,0.435105,0.465672,0.00217,4,0.004225,0,0.43956,40,0.26241,0.076272,0.076272
18096229,,,5,9,5,0.350947,0.371307,0.000068,1,0.002081,0,0.3,3,0.071493,0.020897,0.020897
1037062796,,,2,2,5,0.374468,0.397348,0,7,0.000883,0,1,1,0.05681,0.01574,0.01574
342065781,,,8,14,5,0.360656,0.385275,0.004615,7,0.003914,0,0.178571,5,0.089273,0.026032,0.026032
238128770,,,8,11,4,0.358452,0.38518,0.000339,1,0.002581,0,0.25,7,0.106062,0.031182,0.031182
1849850612,,,5,5.002695,5,0.395062,0.42197,0.000558,1,0.001482,0,0.5,5,0.100126,0.028467,0.028467
22006180,,,9,9.005391,5,0.424096,0.451326,0.000954,0,0.002396,0,0.527778,19,0.175961,0.049721,0.049721
538056844,,,2,3,5,0.347483,0.366288,0,7,0.001027,0,1,1,0.037865,0.010925,0.010925
189467550,,,12,19,4,0.410256,0.441761,0.00883,5,0.005484,0,0.287879,19,0.174057,0.049075,0.049075
138373439,,,2,3,5,0.317977,0.331581,0.000009,3,0.000999,0,0,0,0.021416,0.00623,0.00623
178183112,,,15,30,5,0.374867,0.409044,0.005742,3,0.006626,0,0.152381,16,0.13466,0.038218,0.038218
22135526,,,3,6,5,0.326834,0.344081,0.000034,1,0.001525,0,0,0,0.031481,0.009089,0.009089
261162002,,,9,5.021563,5,0.349553,0.376515,0.006791,7,0.001972,0,0,0,0.070992,0.019745,0.019745
973811635,,,2,1.002695,5,0.326834,0.341335,0.000029,0,0.000702,0,0,0,0.022818,0.006486,0.006486
258750822,,,9,10.002695,4,0.443884,0.46733,0.006729,0,0.003123,0,0.444444,16,0.200756,0.056959,0.056959
15902589,,,1,2,5,0.316547,0.334659,0,7,0.000914,0,0,0,0.016776,0.004408,0.004408
35466620,,,53,67,4,0.462549,0.525331,0.076267,7,0.019261,0,0.077649,107,0.402158,0.110531,0.110531
797077016,,,4,4,5,0.389812,0.414867,0.000189,6,0.001308,0,0.5,3,0.089365,0.024955,0.024955
267133998,,,7,9,5,0.396843,0.425758,0.001184,1,0.002203,0,0.238095,5,0.127788,0.036591,0.036591
2159555124,,,2,2,5,0.380541,0.403741,0,6,0.000914,0,1,1,0.068849,0.019321,0.019321
27502152,,,4,5,5,0.387665,0.41321,0.000006,4,0.00154,0,0.833333,5,0.098493,0.027747,0.027747
383446627,,,5,6.002695,5,0.360656,0.384659,0.000075,7,0.001593,0,0.3,3,0.076527,0.021873,0.021873
575139959,,,2,2,5,0.380541,0.403741,0,6,0.000914,0,1,1,0.068849,0.019321,0.019321
2324314232,,,2,2,5,0.355197,0.375189,0,4,0.000843,0,1,1,0.051263,0.014716,0.014716
300641932,,,7,9,5,0.372487,0.399811,0.006491,0,0.002828,0,0.095238,2,0.082404,0.02313,0.02313
435515048,,,2,2,5,0.376874,0.400663,0,4,0.00084,0,1,1,0.072438,0.02071,0.02071
2365152944,,,2,2,5,0.380541,0.403741,0,6,0.000914,0,1,1,0.068849,0.019321,0.019321
34760378,,,5,8,5,0.370917,0.396496,0.000376,7,0.002125,0,0.4,4,0.069988,0.019507,0.019507
236763329,,,25,34,4,0.458931,0.495265,0.008613,0,0.008118,0,0.266667,80,0.310282,0.08604,0.08604
24669894,,,8,8,4,0.435105,0.459517,0.001749,4,0.002244,0,0.678571,19,0.19916,0.056841,0.056841
537027271,,,2,2,5,0.380541,0.403741,0,6,0.000914,0,1,1,0.068849,0.019321,0.019321
824719051,,,3,4,5,0.382609,0.407055,0,0,0.00127,0,1,3,0.091297,0.026049,0.026049
181965556,,,5,5,5,0.376471,0.401373,0.000067,0,0.001434,0,0.6,6,0.101981,0.029282,0.029282
1328903425,,,2,2,5,0.380541,0.403741,0,6,0.000914,0,1,1,0.068849,0.019321,0.019321
49477936,,,5,10,5,0.393736,0.420549,0.000298,0,0.002394,0,0.6,6,0.112794,0.031919,0.031919
2423480636,,,2,2,5,0.345437,0.364394,0.000244,1,0.000967,0,0,0,0.033944,0.00972,0.00972
22623059,,,5,3.005391,5,0.393296,0.419839,0.005779,6,0.001495,0,0.4,4,0.096273,0.026838,0.026838
22436706,,,3,3,5,0.391546,0.415814,0,0,0.001148,0,1,3,0.090304,0.025171,0.025171
287591876,,,1,1,5,0.34476,0.3625,0,4,0.000626,0,0,0,0.032405,0.009377,0.009377
1587277770,,,2,2,5,0.345437,0.364394,0.00014,4,0.001096,0,0,0,0.03441,0.009845,0.009845
1600557554,,,3,3,5,0.380952,0.405634,0.000117,4,0.001031,0,0.333333,1,0.080405,0.022912,0.022912
72549881,,,4,5,5,0.391546,0.417235,0.000361,0,0.001608,0,0.666667,4,0.097527,0.027482,0.027482
25807167,,,11,18,5,0.411696,0.442566,0.001325,0,0.004248,0,0.490909,27,0.175362,0.048912,0.048912
24825958,,,15,21,4,0.443325,0.473011,0.00469,0,0.004924,0,0.314286,33,0.227235,0.064228,0.064228
42357934,,,2,2,5,0.361768,0.383617,0.00035,4,0.001104,0,0,0,0.041745,0.011725,0.011725
1269648894,,,2,1.002695,5,0.331138,0.347348,0.000048,4,0.000656,0,0,0,0.025813,0.0073,0.0073
62208019,,,9,8.002695,4,0.400911,0.429687,0.00054,4,0.002019,0,0.277778,10,0.160299,0.046429,0.046429
404060390,,,6,11,5,0.381779,0.408475,0.000994,4,0.00285,0,0.266667,4,0.089835,0.025349,0.025349
2944706828,,,3,4,5,0.372093,0.395691,0,0,0.001271,0,1,3,0.071443,0.020103,0.020103
569870574,,,1,2.002695,6,0.233732,0.242045,0,8,0.002858,0,0,0,0.001034,0.000168,0.000168
1953063710,,,2,2.005391,5,0.304762,0.322112,0.005682,8,0.002866,0,0,0,0.015279,0.004221,0.004221
12385682,,,1,2,5,0.316547,0.334659,0,7,0.000914,0,0,0,0.016776,0.004408,0.004408
26403375,,,3,1.005391,5,0.332703,0.347396,0.000097,1,0.000655,0,0,0,0.031332,0.009112,0.009112
52320378,,,1,1,5,0.361026,0.381723,0,0,0.000638,0,0,0,0.040034,0.011332,0.011332
545159350,,,12,2.09973,4,0.378088,0.408617,0.007392,1,0.001745,0,0.136364,9,0.125828,0.035773,0.035773
66562646,,,4,4.002695,5,0.382193,0.407623,0.000374,0,0.001416,0,0.333333,2,0.069634,0.018901,0.018901
22359616,,,6,9,5,0.373673,0.400189,0.000392,0,0.002473,0,0.4,6,0.086945,0.024379,0.024379
1695442555,,,6,10,4,0.384279,0.409564,0.000034,4,0.002321,0,0.533333,8,0.118173,0.034553,0.034554
593577212,,,3,3.002695,5,0.334601,0.352794,0.000105,1,0.001076,0,0,0,0.030657,0.008671,0.008671
414621260,,,4,4,5,0.366667,0.389394,0.000142,0,0.001183,0,0.333333,2,0.076918,0.022445,0.022445
1245735506,,,3,6,5,0.33145,0.349669,0.000046,4,0.001602,0,0.666667,2,0.043133,0.01289,0.01289
183950893,,,2,1.002695,5,0.377278,0.399479,0.000119,0,0.000665,0,0,0,0.055695,0.015678,0.015678
43656765,,,3,3,5,0.317403,0.335227,0.00008,1,0.001202,0,0,0,0.029322,0.008591,0.008591
2691817417,,,2,3,5,0.31913,0.333191,0,1,0.000965,0,1,1,0.023695,0.006903,0.006903
26966864,,,1,2,5,0.313725,0.325,0,1,0.000787,0,0,0,0.014575,0.00431,0.00431
25869897,,,1,1,6,0.271605,0.282292,0,0,0.000692,0,0,0,0.003634,0.000922,0.000922
110114783,,,4,3.002695,4,0.376874,0.401515,0.011489,1,0.0017,0,0,0,0.067254,0.019088,0.019088
26142201,,,6,9,4,0.394177,0.419981,0.000505,7,0.002369,0,0.533333,8,0.114305,0.032201,0.032201
23910994,,,5,6,5,0.356998,0.381392,0.000044,7,0.001698,0,0.7,7,0.071381,0.019884,0.019884
374382454,,,3,4,4,0.403207,0.427083,0.00031,0,0.001338,0,0.333333,1,0.080897,0.02252,0.02252
17227586,,,3,5,5,0.353414,0.374432,0.000066,3,0.001535,0,0.666667,2,0.049743,0.013799,0.013799
219552179,,,5,6,4,0.414118,0.439157,0,0,0.001787,0,1,10,0.120702,0.033366,0.033366
331379045,,,1,2,6,0.228423,0.235133,0,1,0.001252,0,0,0,0.000813,0.000103,0.000103
1937077465,,,4,6,5,0.333333,0.358333,0.0002,1,0.001718,0,0.166667,1,0.039636,0.010629,0.010629
3016260620,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
2309562402,,,2,1.002695,5,0.361768,0.384896,0.000321,6,0.000713,0,0,0,0.039734,0.010731,0.010731
373336615,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
472892458,,,2,2,5,0.373673,0.397443,0,6,0.000893,0,1,1,0.062302,0.017555,0.017555
22470188,,,2,2,5,0.376471,0.401231,0,6,0.000899,0,1,1,0.064278,0.018143,0.018143
630236717,,,4,5,5,0.385965,0.410701,0.000981,4,0.001595,0,0,0,0.063568,0.017142,0.017142
750477870,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
300215343,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
3056089651,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
26952244,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
2359256119,,,6,1.021563,4,0.385542,0.413826,0.006313,6,0.001173,0,0.2,3,0.078548,0.021486,0.021486
1704384571,,,3,3,5,0.387665,0.412121,0.000209,7,0.001191,0,0.666667,2,0.074675,0.020202,0.020202
2475518550,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
2907613274,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
41973345,,,6,8,4,0.431373,0.454309,0.000927,0,0.002231,0,0.6,9,0.13931,0.038397,0.038398
2539013737,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
2995238508,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
187482736,,,3,4,5,0.361768,0.386316,0.005753,5,0.001909,0,0,0,0.044082,0.01192,0.01192
1592044152,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
2470821504,,,9,6.008086,4,0.425635,0.452652,0.001197,4,0.001765,0,0.333333,12,0.144157,0.040003,0.040003
412967063,,,4,6,5,0.366667,0.392235,0.002521,5,0.00202,0,0,0,0.050634,0.013724,0.013724
1368231091,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
21798586,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
2554970816,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
1281732810,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
1000459982,,,3,4,4,0.413146,0.435843,0.000209,0,0.001383,0,0.666667,2,0.093254,0.025684,0.025684
1683053797,,,2,2,5,0.37407,0.396496,0.000188,6,0.000911,0,0,0,0.047683,0.012939,0.012939
259406566,,,3,2.002695,5,0.376874,0.400994,0,0,0.000947,0,1,3,0.068685,0.018881,0.018881
1248431851,,,3,4,5,0.371308,0.394271,0.000349,0,0.001364,0,0.333333,1,0.055567,0.015322,0.015322
230010114,,,3,3,4,0.413146,0.435843,0.000209,7,0.00117,0,0.666667,2,0.093254,0.025684,0.025684
191741196,,,2,1.002695,5,0.360287,0.383475,0.005682,6,0.001075,0,0,0,0.036953,0.009959,0.00996
3014154552,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
1132427582,,,3,4,4,0.411215,0.434422,0,0,0.001373,0,1,3,0.097933,0.027126,0.027126
2734698319,,,3,2.002695,5,0.387239,0.410843,0.000108,0,0.000958,0,0.666667,2,0.072697,0.020009,0.020009
2321394518,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
9444712,,,2,3,5,0.362887,0.386553,0,7,0.001113,0,1,1,0.047439,0.013102,0.013102
2987013481,,,1,1,5,0.359551,0.381581,0,6,0.000712,0,0,0,0.036444,0.009944,0.009944
