Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
467589404,,,4,4.002695,5,0.330967,0.344973,0.000014,0.008325,0.008325,0,0.000524,0,0.166667,1,0.032861
53348173,,,2,3,5,0.333482,0.350603,0.000013,0.005746,0.005746,4,0.000439,0,0,0,0.023114
169050594,,,4,2.010782,5,0.329797,0.344727,0.00018,0.005595,0.005595,16,0.00057,0,0,0,0.022983
147040855,,,3,4,5,0.359865,0.380474,0.000312,0.010311,0.010311,16,0.000854,0,0.333333,1,0.041571
883093754,,,2,2,5,0.360039,0.380965,0,0.011793,0.011793,2,0.000359,0,1,1,0.046118
22029787,,,2,2.002695,5,0.306114,0.320666,0.000141,0.0023,0.0023,17,0.000684,0,0,0,0.009887
8018342,,,2,3,5,0.312265,0.323012,0.000076,0.002676,0.002676,17,0.00085,0,0,0,0.010504
2415915638,,,1,1,5,0.349088,0.367538,0,0.007401,0.007401,1,0.000283,0,0,0,0.029185
296147560,,,1,1,6,0.27548,0.284584,0,0.000398,0.000398,6,0.000319,0,0,0,0.001943
334921581,,,10,10,5,0.340173,0.358847,0.002999,0.010023,0.010023,5,0.00171,0,0.044444,2,0.04054
27931945,,,1,1,6,0.253914,0.261238,0,0.000293,0.000293,5,0.000345,0,0,0,0.00152
20731075,,,2,1.002695,6,0.270094,0.278619,0.002652,0.000339,0.000339,18,0.001324,0,0,0,0.001882
103838251,,,1,1,7,0.212717,0.217174,0,0.00001,0.00001,18,0.001322,0,0,0,0.000383
24637782,,,1,1,5,0.314503,0.331725,0,0.003066,0.003066,4,0.000288,0,0,0,0.013528
68925769,,,3,5,5,0.349742,0.369325,0.002772,0.007582,0.007582,1,0.001196,0,0,0,0.030523
384811971,,,2,3,5,0.340639,0.359316,0.000176,0.005977,0.005977,1,0.000702,0,0,0,0.024818
35908340,,,1,2,6,0.259208,0.267248,0,0.000222,0.000222,1,0.000606,0,0,0,0.001156
360360817,,,1,1,6,0.268249,0.277279,0,0.00036,0.00036,1,0.000409,0,0,0,0.001671
187903389,,,1,1,7,0.238263,0.24483,0,0.000099,0.000099,1,0.00032,0,0,0,0.000761
82785951,,,3,3.002695,5,0.352385,0.372252,0.000399,0.008014,0.008014,3,0.000513,0,0,0,0.033045
24152253,,,2,3,5,0.349742,0.368767,0.000138,0.007574,0.007574,1,0.000532,0,0,0,0.030143
42839794,,,1,2,1,1,1,0,0,0,19,0.001332,2,0,0,0.000324
45036000,,,1,2,1,1,1,0,0,0,19,0.001332,2,0,0,0.000324
22999093,,,1,1,6,0.270388,0.278753,0,0.000366,0.000366,4,0.000326,0,0,0,0.001763
201303134,,,3,3,5,0.354563,0.373213,0.000225,0.008874,0.008874,4,0.000513,0,0.333333,1,0.035245
169796245,,,1,1,6,0.277427,0.287623,0,0.000643,0.000643,3,0.000301,0,0,0,0.002984
232741193,,,3,4,5,0.344891,0.364455,0.000065,0.006831,0.006831,3,0.000597,0,0.666667,2,0.028895
91217878,,,1,1,6,0.277427,0.287623,0,0.000643,0.000643,3,0.000301,0,0,0,0.002984
51698152,,,3,4,5,0.291065,0.30277,0.000112,0.001807,0.001807,0,0.000615,0,0,0,0.007658
600703193,,,2,2,5,0.350729,0.370107,0.000007,0.009067,0.009067,1,0.000357,0,0,0,0.035528
139676335,,,2,3,6,0.253569,0.261282,0.000007,0.000372,0.000372,10,0.000491,0,0,0,0.002023
92238532,,,1,2,6,0.224024,0.229625,0,0.000032,0.000032,9,0.000705,0,0,0,0.000471
544243120,,,1,1,6,0.286813,0.298503,0,0.001213,0.001213,4,0.000277,0,0,0,0.005247
1632123685,,,2,3,5,0.30387,0.313517,0.000005,0.001484,0.001484,3,0.000487,0,0,0,0.006422
19331073,,,1,2,6,0.254001,0.261104,0,0.000256,0.000256,8,0.000546,0,0,0,0.001207
182336607,,,1,1,6,0.273761,0.282887,0,0.000698,0.000698,6,0.000284,0,0,0,0.002781
816225757,,,2,3,6,0.291065,0.301921,0,0.00126,0.00126,3,0.000467,0,1,1,0.006022
280312903,,,1,1,5,0.321552,0.336305,0,0.004392,0.004392,2,0.000276,0,0,0,0.016933
413522813,,,2,3,6,0.309672,0.31975,0,0.002482,0.002482,9,0.000542,0,1,1,0.009893
262999255,,,1,1,5,0.314503,0.331725,0,0.003066,0.003066,4,0.000288,0,0,0,0.013528
1015170002,,,4,4,5,0.327912,0.344929,0.000197,0.004039,0.004039,4,0.000714,0,0,0,0.018239
324309993,,,3,2.002695,5,0.355916,0.377502,0.002652,0.008829,0.008829,4,0.000555,0,0.333333,1,0.03754
1708735813,,,2,2,6,0.270584,0.280518,0.000027,0.00073,0.00073,8,0.00042,0,0,0,0.003467
519115078,,,2,2,5,0.291634,0.301966,0.000011,0.001535,0.001535,6,0.000399,0,0,0,0.006208
1000801513,,,2,3,6,0.245153,0.251251,0,0.000094,0.000094,10,0.000846,0,1,1,0.00119
90119861,,,6,3.008086,5,0.289035,0.303731,0.001226,0.001405,0.001405,10,0.00081,0,0.066667,1,0.007794
33054023,,,3,4,5,0.307629,0.31832,0.001756,0.001806,0.001806,10,0.000981,0,0.333333,1,0.008007
55508885,,,1,1,5,0.314503,0.331725,0,0.003066,0.003066,4,0.000288,0,0,0,0.013528
27373318,,,1,1,6,0.274972,0.285456,0,0.00134,0.00134,2,0.00027,0,0,0,0.005202
1920668550,,,3,3,5,0.345851,0.36517,0.000035,0.009806,0.009806,1,0.000479,0,0.666667,2,0.038704
101325044,,,1,1,5,0.311873,0.321559,0,0.00286,0.00286,2,0.000268,0,0,0,0.010627
244081566,,,1,1,6,0.261388,0.270509,0,0.00026,0.00026,6,0.000408,0,0,0,0.001323
45549451,,,1,1,5,0.314503,0.331725,0,0.003066,0.003066,4,0.000288,0,0,0,0.013528
2686563469,,,2,2,6,0.305863,0.317337,0.000002,0.002728,0.002728,6,0.00036,0,0,0,0.010966
37329464,,,1,1,6,0.279925,0.289276,0,0.000654,0.000654,0,0.000347,0,0,0,0.002781
394496111,,,1,1,6,0.243552,0.250357,0,0.000129,0.000129,2,0.000497,0,0,0,0.000781
47940669,,,2,2,5,0.321829,0.337198,0.002652,0.004396,0.004396,2,0.000698,0,0,0,0.017267
460606082,,,3,1.008086,5,0.342202,0.360076,0.000091,0.00775,0.00775,2,0.000284,0,0,0,0.031112
30183481,,,1,1,5,0.289484,0.30076,0,0.00187,0.00187,6,0.000278,0,0,0,0.007051
35235179,,,1,1,5,0.349088,0.367538,0,0.007401,0.007401,1,0.000283,0,0,0,0.029185
33184787,,,1,1,5,0.340018,0.358088,0,0.005755,0.005755,0,0.000296,0,0,0,0.023662
2549618714,,,1,1,5,0.340018,0.358088,0,0.005755,0.005755,0,0.000296,0,0,0,0.023662
2852877864,,,1,1,5,0.340018,0.358088,0,0.005755,0.005755,0,0.000296,0,0,0,0.023662
72825930,,,1,1,5,0.340018,0.358088,0,0.005755,0.005755,0,0.000296,0,0,0,0.023662
1592795264,,,1,1,5,0.340018,0.358088,0,0.005755,0.005755,0,0.000296,0,0,0,0.023662
917560825,,,1,1,5,0.340018,0.358088,0,0.005755,0.005755,0,0.000296,0,0,0,0.023662
40241957,,,1,1,5,0.340018,0.358088,0,0.005755,0.005755,0,0.000296,0,0,0,0.023662
13207852,,,1,1,5,0.340018,0.358088,0,0.005755,0.005755,0,0.000296,0,0,0,0.023662
2233914776,,,1,1,5,0.340018,0.358088,0,0.005755,0.005755,0,0.000296,0,0,0,0.023662
19777438,,,1,1,5,0.340018,0.358088,0,0.005755,0.005755,0,0.000296,0,0,0,0.023662
154493855,,,3,2.002695,5,0.35728,0.375179,0.000019,0.009472,0.009472,1,0.00041,0,0.333333,1,0.037489
242266282,,,1,1,6,0.25993,0.268789,0,0.000204,0.000204,0,0.000518,0,0,0,0.001119
2297582839,,,3,0.010782,5,0.310445,0.326877,0.001329,0.003363,0.003363,3,0.00037,0,0,0,0.014553
13005572,,,3,0.008086,5,0.321275,0.334517,0.000144,0.003114,0.003114,6,0.000204,0,0,0,0.013181
30627161,,,1,0.002695,5,0.305863,0.31517,0,0.001925,0.001925,6,0.0002,0,0,0,0.007389
319568215,,,1,0.002695,5,0.297686,0.308512,0,0.001814,0.001814,3,0.0002,0,0,0,0.007185
3079113053,,,2,0.005391,6,0.242997,0.250402,0.000003,0.000186,0.000186,3,0.000382,0,0,0,0.001438
270769523,,,1,0.002695,5,0.289484,0.30076,0,0.00187,0.00187,6,0.0002,0,0,0,0.007051
280974913,,,1,0.002695,5,0.302392,0.311953,0,0.001982,0.001982,1,0.0002,0,0,0,0.007466
101736439,,,1,0.002695,6,0.262584,0.271336,0,0.000258,0.000258,4,0.0002,0,0,0,0.001365
331484214,,,2,0.005391,5,0.30276,0.314902,0.000027,0.002035,0.002035,4,0.0002,0,0,0,0.008571
92552231,,,4,0.010782,5,0.333781,0.349576,0.000003,0.010559,0.010559,2,0.0002,0,0.5,3,0.039268
335749946,,,1,0.002695,5,0.305237,0.319191,0,0.002221,0.002221,3,0.000203,0,0,0,0.009289
332733532,,,1,0.002695,5,0.305237,0.319191,0,0.002221,0.002221,3,0.000203,0,0,0,0.009289
64067052,,,1,0.002695,5,0.305237,0.319191,0,0.002221,0.002221,3,0.000203,0,0,0,0.009289
33803412,,,3,0.008086,5,0.316773,0.330541,0.001357,0.002991,0.002991,3,0.000365,0,0,0,0.012698
17959710,,,2,0.005391,5,0.310187,0.325983,0.000018,0.003357,0.003357,5,0.000204,0,0,0,0.014179
569586545,,,1,0.002695,5,0.305237,0.319191,0,0.002221,0.002221,3,0.000203,0,0,0,0.009289
2969344940,,,1,0.002695,5,0.305237,0.319191,0,0.002221,0.002221,3,0.000203,0,0,0,0.009289
2435230754,,,2,0.005391,5,0.314901,0.330987,0.00002,0.004406,0.004406,3,0.000204,0,0,0,0.017981
1168664600,,,2,0.005391,5,0.310187,0.325983,0.000018,0.003357,0.003357,5,0.000204,0,0,0,0.014179
2684662728,,,1,0.002695,5,0.298759,0.310255,0,0.002366,0.002366,2,0.0002,0,0,0,0.008866
1005637784,,,1,0.002695,5,0.350729,0.371693,0,0.006964,0.006964,0,0.0002,0,0,0,0.028721
3018349502,,,2,0.005391,6,0.307883,0.32223,0,0.002968,0.002968,0,0.000201,0,1,1,0.012122
2951881910,,,1,0.002695,5,0.326049,0.338986,0,0.00513,0.00513,2,0.0002,0,0,0,0.019059
44793218,,,1,0.002695,6,0.285168,0.296828,0,0.001136,0.001136,5,0.000201,0,0,0,0.00489
2601647804,,,1,0.002695,6,0.297923,0.311215,0,0.002185,0.002185,3,0.000201,0,0,0,0.008692
113568127,,,1,0.002695,6,0.297923,0.311215,0,0.002185,0.002185,3,0.000201,0,0,0,0.008692
